created_at,entry_id,field1,field2,field3,field4,field5,field6
2019-02-20 23:49:42 UTC,311,0.0,24.36,388.0,2.0,0.0,
2019-02-20 23:59:41 UTC,312,0.0,24.31,388.0,2.0,0.0,
2019-02-21 00:09:40 UTC,313,0.0,24.26,385.0,2.0,0.0,
2019-02-21 00:20:03 UTC,314,0.0,24.2,391.0,2.0,1.0,
2019-02-21 00:30:01 UTC,315,0.0,24.15,372.0,2.0,0.0,
2019-02-21 00:40:00 UTC,316,0.0,24.09,372.0,2.0,0.0,
2019-02-21 00:49:58 UTC,317,0.0,24.04,374.0,2.0,0.0,
2019-02-21 00:59:57 UTC,318,0.0,23.93,371.0,2.0,0.0,
2019-02-21 01:09:56 UTC,319,0.0,23.88,371.0,2.0,0.0,
2019-02-21 01:19:55 UTC,320,0.0,23.82,373.0,2.0,0.0,
2019-02-21 01:29:53 UTC,321,0.0,23.77,373.0,2.0,0.0,
2019-02-21 01:39:52 UTC,322,0.0,23.77,376.0,2.0,0.0,
2019-02-21 01:49:50 UTC,323,0.0,23.71,374.0,2.0,0.0,
2019-02-21 01:59:49 UTC,324,0.0,23.71,375.0,2.0,0.0,
2019-02-21 02:09:48 UTC,325,0.0,23.66,371.0,2.0,0.0,
2019-02-21 02:19:46 UTC,326,0.0,23.66,372.0,2.0,0.0,
2019-02-21 02:29:45 UTC,327,0.0,23.61,375.0,2.0,0.0,
2019-02-21 02:39:44 UTC,328,0.0,23.61,373.0,2.0,0.0,
2019-02-21 02:49:42 UTC,329,0.0,23.55,372.0,2.0,0.0,
2019-02-21 02:59:41 UTC,330,0.0,23.55,377.0,2.0,0.0,
2019-02-21 03:09:40 UTC,331,0.0,23.5,375.0,2.0,0.0,
2019-02-21 03:19:38 UTC,332,0.0,23.5,373.0,2.0,0.0,
2019-02-21 03:29:37 UTC,333,0.0,23.5,377.0,2.0,0.0,
2019-02-21 03:39:36 UTC,334,0.0,23.44,375.0,2.0,0.0,
2019-02-21 03:49:34 UTC,335,0.0,23.39,375.0,2.0,0.0,
2019-02-21 03:59:33 UTC,336,0.0,23.39,373.0,2.0,0.0,
2019-02-21 04:09:31 UTC,337,0.0,23.34,375.0,2.0,0.0,
2019-02-21 04:19:30 UTC,338,0.0,23.34,376.0,2.0,0.0,
2019-02-21 04:29:29 UTC,339,0.0,23.28,372.0,2.0,0.0,
2019-02-21 04:39:27 UTC,340,0.0,23.28,378.0,2.0,0.0,
2019-02-21 04:49:26 UTC,341,0.0,23.28,376.0,2.0,0.0,
2019-02-21 04:59:25 UTC,342,0.0,23.23,378.0,2.0,0.0,
2019-02-21 05:09:23 UTC,343,0.0,23.28,376.0,2.0,0.0,
