created_at,entry_id,field1,field2,field3,field4,field5,field6
2019-02-27 05:14:13 UTC,1209,0.0,22.31,381.0,2.0,0.0,
2019-02-27 05:24:11 UTC,1210,0.0,22.31,381.0,2.0,0.0,
2019-02-27 05:34:09 UTC,1211,0.0,22.31,384.0,2.0,0.0,
2019-02-27 05:44:08 UTC,1212,0.0,22.25,385.0,2.0,0.0,
2019-02-27 05:54:06 UTC,1213,0.0,22.25,383.0,2.0,0.0,
2019-02-27 06:04:04 UTC,1214,0.0,22.25,381.0,2.0,0.0,
2019-02-27 06:14:03 UTC,1215,0.0,22.25,382.0,2.0,0.0,
2019-02-27 06:24:01 UTC,1216,0.0,22.2,381.0,2.0,0.0,
2019-02-27 06:33:59 UTC,1217,0.0,22.2,385.0,2.0,0.0,
2019-02-27 06:43:58 UTC,1218,0.0,22.2,385.0,2.0,0.0,
2019-02-27 06:53:56 UTC,1219,0.0,22.2,383.0,2.0,0.0,
2019-02-27 07:03:54 UTC,1220,0.0,22.15,381.0,2.0,0.0,
2019-02-27 07:13:53 UTC,1221,0.0,22.15,382.0,2.0,0.0,
2019-02-27 07:23:51 UTC,1222,0.0,22.15,385.0,2.0,0.0,
2019-02-27 07:33:49 UTC,1223,0.0,22.09,385.0,2.0,0.0,
2019-02-27 07:43:48 UTC,1224,0.0,22.15,382.0,2.0,0.0,
2019-02-27 07:53:46 UTC,1225,0.0,22.09,384.0,2.0,0.0,
2019-02-27 08:03:44 UTC,1226,0.0,22.09,381.0,2.0,0.0,
2019-02-27 08:13:43 UTC,1227,0.0,22.09,381.0,2.0,0.0,
2019-02-27 08:23:41 UTC,1228,0.0,22.09,385.0,2.0,0.0,
2019-02-27 08:33:39 UTC,1229,0.0,22.09,382.0,2.0,0.0,
2019-02-27 08:43:38 UTC,1230,0.0,22.09,381.0,2.0,0.0,
2019-02-27 08:53:36 UTC,1231,0.0,22.09,383.0,2.0,0.0,
2019-02-27 09:03:34 UTC,1232,0.0,22.09,383.0,2.0,0.0,
2019-02-27 09:13:33 UTC,1233,0.0,22.09,383.0,2.0,0.0,
2019-02-27 09:23:31 UTC,1234,0.0,22.04,381.0,2.0,0.0,
2019-02-27 09:33:29 UTC,1235,0.0,22.04,383.0,2.0,0.0,
2019-02-27 09:43:28 UTC,1236,0.0,22.04,380.0,2.0,0.0,
2019-02-27 09:53:26 UTC,1237,0.0,22.04,382.0,2.0,0.0,
2019-02-27 10:03:24 UTC,1238,0.0,22.04,380.0,2.0,0.0,
2019-02-27 10:13:22 UTC,1239,0.0,21.98,381.0,2.0,0.0,
2019-02-27 10:23:21 UTC,1240,0.0,21.98,384.0,2.0,0.0,
2019-02-27 10:33:19 UTC,1241,0.0,21.98,383.0,2.0,0.0,
2019-02-27 10:43:17 UTC,1242,0.0,21.98,383.0,2.0,0.0,
2019-02-27 10:53:15 UTC,1243,0.0,21.93,381.0,2.0,0.0,
2019-02-27 11:03:14 UTC,1244,0.0,21.93,384.0,2.0,0.0,
2019-02-27 11:13:12 UTC,1245,0.0,21.93,382.0,2.0,0.0,
