created_at,entry_id,field1,field2,field3,field4,field5,field6
2019-01-24 00:08:06 UTC,18047,0.0,24.96,354.0,2.0,0.0,
2019-01-24 00:17:53 UTC,18048,0.0,24.9,354.0,2.0,0.0,
2019-01-24 00:27:39 UTC,18049,0.0,24.8,360.0,2.0,0.0,
2019-01-24 00:37:25 UTC,18050,0.0,24.8,357.0,2.0,0.0,
2019-01-24 00:47:12 UTC,18051,0.0,24.69,359.0,2.0,0.0,
2019-01-24 00:56:58 UTC,18052,0.0,24.63,359.0,2.0,0.0,
2019-01-24 01:06:45 UTC,18053,0.0,24.58,360.0,2.0,0.0,
2019-01-24 01:16:31 UTC,18054,0.0,24.47,354.0,2.0,0.0,
2019-01-24 01:26:18 UTC,18055,0.0,24.42,360.0,2.0,0.0,
2019-01-24 01:36:04 UTC,18056,0.0,24.36,358.0,2.0,0.0,
2019-01-24 01:45:50 UTC,18057,0.0,24.31,360.0,2.0,0.0,
2019-01-24 01:55:37 UTC,18058,0.0,24.26,355.0,2.0,0.0,
2019-01-24 02:05:23 UTC,18059,0.0,24.2,354.0,2.0,0.0,
2019-01-24 02:15:09 UTC,18060,0.0,24.15,355.0,2.0,0.0,
2019-01-24 02:24:56 UTC,18061,0.0,24.15,357.0,2.0,0.0,
2019-01-24 02:34:42 UTC,18062,0.0,24.09,355.0,2.0,0.0,
2019-01-24 02:44:28 UTC,18063,0.0,24.04,358.0,2.0,0.0,
2019-01-24 02:54:14 UTC,18064,0.0,23.98,354.0,2.0,0.0,
2019-01-24 03:04:01 UTC,18065,0.0,23.93,359.0,2.0,0.0,
2019-01-24 03:13:47 UTC,18066,0.0,23.88,356.0,2.0,0.0,
2019-01-24 03:23:33 UTC,18067,0.0,23.88,355.0,2.0,0.0,
2019-01-24 03:33:19 UTC,18068,0.0,23.82,356.0,2.0,0.0,
2019-01-24 03:43:06 UTC,18069,0.0,23.77,357.0,2.0,0.0,
2019-01-24 03:52:52 UTC,18070,0.0,23.71,360.0,2.0,0.0,
2019-01-24 04:02:38 UTC,18071,0.0,23.66,357.0,2.0,0.0,
2019-01-24 04:12:24 UTC,18072,0.0,23.61,360.0,2.0,0.0,
2019-01-24 04:22:10 UTC,18073,0.0,23.55,354.0,2.0,0.0,
2019-01-24 04:31:57 UTC,18074,0.0,23.5,356.0,2.0,0.0,
2019-01-24 04:43:54 UTC,18075,0.0,23.44,359.0,2.0,0.0,
2019-01-24 04:51:29 UTC,18076,0.0,23.39,358.0,2.0,0.0,
2019-01-24 05:01:15 UTC,18077,0.0,23.34,357.0,2.0,0.0,
2019-01-24 05:11:01 UTC,18078,0.0,23.28,354.0,2.0,0.0,
2019-01-24 05:20:47 UTC,18079,0.0,23.23,357.0,2.0,0.0,
2019-01-24 05:30:33 UTC,18080,0.0,23.23,358.0,2.0,0.0,
2019-01-24 05:40:19 UTC,18081,0.0,23.17,354.0,2.0,0.0,
2019-01-24 05:50:05 UTC,18082,0.0,23.17,354.0,2.0,0.0,
2019-01-24 05:59:51 UTC,18083,0.0,23.17,355.0,2.0,0.0,
2019-01-24 06:09:37 UTC,18084,0.0,23.12,354.0,2.0,0.0,
2019-01-24 06:19:24 UTC,18085,0.0,23.12,357.0,2.0,0.0,
2019-01-24 06:29:10 UTC,18086,0.0,23.07,355.0,2.0,0.0,
2019-01-24 06:38:56 UTC,18087,0.0,23.07,355.0,2.0,0.0,
2019-01-24 06:48:42 UTC,18088,0.0,23.07,359.0,2.0,0.0,
2019-01-24 06:58:28 UTC,18089,0.0,23.01,354.0,2.0,0.0,
2019-01-24 07:08:14 UTC,18090,0.0,23.07,359.0,2.0,0.0,
2019-01-24 07:18:00 UTC,18091,0.0,23.07,359.0,2.0,0.0,
2019-01-24 07:27:46 UTC,18092,0.0,23.01,357.0,2.0,0.0,
2019-01-24 07:37:33 UTC,18093,0.0,23.01,354.0,2.0,0.0,
2019-01-24 07:47:19 UTC,18094,0.0,23.01,357.0,2.0,0.0,
2019-01-24 07:57:05 UTC,18095,0.0,23.01,357.0,2.0,0.0,
2019-01-24 08:06:51 UTC,18096,0.0,22.96,360.0,2.0,0.0,
2019-01-24 08:16:37 UTC,18097,0.0,22.96,359.0,2.0,0.0,
2019-01-24 08:26:23 UTC,18098,0.0,22.96,355.0,2.0,0.0,
2019-01-24 08:36:09 UTC,18099,0.0,22.9,359.0,2.0,0.0,
2019-01-24 08:45:55 UTC,18100,0.0,22.9,356.0,2.0,0.0,
2019-01-24 08:55:41 UTC,18101,0.0,22.85,360.0,2.0,0.0,
2019-01-24 09:05:27 UTC,18102,0.0,22.85,357.0,2.0,0.0,
2019-01-24 09:15:13 UTC,18103,0.0,22.8,359.0,2.0,0.0,
2019-01-24 09:24:59 UTC,18104,0.0,22.74,359.0,2.0,0.0,
2019-01-24 09:34:45 UTC,18105,0.0,22.74,355.0,2.0,0.0,
2019-01-24 09:44:31 UTC,18106,0.0,22.69,357.0,2.0,0.0,
2019-01-24 09:54:17 UTC,18107,0.0,22.63,360.0,2.0,0.0,
2019-01-24 10:04:02 UTC,18108,0.0,22.58,355.0,2.0,0.0,
2019-01-24 10:13:48 UTC,18109,0.0,22.58,357.0,2.0,0.0,
2019-01-24 10:23:34 UTC,18110,0.0,22.52,360.0,2.0,0.0,
2019-01-24 10:33:20 UTC,18111,0.0,22.47,355.0,2.0,0.0,
2019-01-24 10:43:05 UTC,18112,0.0,22.42,355.0,2.0,0.0,
2019-01-24 10:52:51 UTC,18113,0.0,22.31,358.0,2.0,0.0,
2019-01-24 11:02:37 UTC,18114,0.0,22.31,360.0,2.0,0.0,
2019-01-24 11:12:23 UTC,18115,14.0,22.2,362.0,2.0,0.0,
2019-01-24 11:22:08 UTC,18116,6.0,22.15,363.0,2.0,0.0,
2019-01-24 11:31:54 UTC,18117,13.0,22.09,357.0,2.0,0.0,
2019-01-24 11:41:40 UTC,18118,18.0,22.04,361.0,2.0,0.0,
2019-01-24 11:51:26 UTC,18119,24.0,22.04,357.0,2.0,0.0,
2019-01-24 12:01:11 UTC,18120,36.0,21.98,362.0,2.0,0.0,
2019-01-24 12:10:57 UTC,18121,45.0,21.98,359.0,2.0,0.0,
2019-01-24 12:20:43 UTC,18122,52.0,21.93,362.0,2.0,0.0,
2019-01-24 12:30:29 UTC,18123,56.0,21.98,365.0,2.0,0.0,
2019-01-24 12:40:15 UTC,18124,66.0,21.98,358.0,2.0,0.0,
2019-01-24 12:50:01 UTC,18125,82.0,22.04,363.0,2.0,0.0,
2019-01-24 12:59:47 UTC,18126,96.0,22.25,368.0,2.0,0.0,
2019-01-24 13:09:33 UTC,18127,110.0,22.52,365.0,2.0,0.0,
2019-01-24 13:19:19 UTC,18128,147.0,22.9,360.0,2.0,0.0,
