created_at,entry_id,field1,field2,field3,field4,field5,field6
2019-04-11 04:31:05 -05,6854,0.0,21.82,362.0,2.0,0.0,""
2019-04-11 04:41:03 -05,6855,0.0,21.82,359.0,2.0,0.0,""
2019-04-11 04:51:01 -05,6856,0.0,21.82,361.0,2.0,0.0,""
2019-04-11 05:00:59 -05,6857,0.0,21.82,359.0,2.0,0.0,""
2019-04-11 05:10:57 -05,6858,0.0,21.82,359.0,2.0,0.0,""
2019-04-11 05:20:55 -05,6859,0.0,21.82,358.0,2.0,0.0,""
2019-04-11 05:30:53 -05,6860,0.0,21.82,359.0,2.0,0.0,""
2019-04-11 05:40:51 -05,6861,0.0,21.82,362.0,2.0,0.0,""
2019-04-11 05:50:49 -05,6862,0.0,21.77,357.0,2.0,0.0,""
2019-04-11 06:00:47 -05,6863,14.0,21.82,356.0,2.0,0.0,""
2019-04-11 06:10:45 -05,6864,24.0,21.77,357.0,2.0,0.0,""
2019-04-11 06:20:43 -05,6865,9.0,21.82,360.0,2.0,0.0,""
2019-04-11 06:30:41 -05,6866,22.0,21.82,361.0,2.0,0.0,""
2019-04-11 06:40:39 -05,6867,28.0,21.82,360.0,2.0,0.0,""
2019-04-11 06:50:37 -05,6868,41.0,21.82,359.0,2.0,0.0,""
2019-04-11 07:00:35 -05,6869,31.0,21.88,358.0,2.0,0.0,""
2019-04-11 07:10:33 -05,6870,32.0,21.88,359.0,2.0,0.0,""
2019-04-11 07:20:31 -05,6871,28.0,21.93,357.0,2.0,0.0,""
2019-04-11 07:30:29 -05,6872,48.0,21.98,357.0,2.0,0.0,""
2019-04-11 07:40:28 -05,6873,65.0,21.98,361.0,2.0,0.0,""
2019-04-11 07:50:26 -05,6874,68.0,22.04,361.0,2.0,0.0,""
2019-04-11 08:00:24 -05,6875,123.0,22.09,358.0,2.0,0.0,""
2019-04-11 08:10:22 -05,6876,186.0,22.15,357.0,2.0,0.0,""
2019-04-11 08:20:21 -05,6877,212.0,22.2,358.0,2.0,0.0,""
2019-04-11 08:30:19 -05,6878,242.0,22.31,357.0,2.0,0.0,""
2019-04-11 08:40:17 -05,6879,331.0,22.52,362.0,2.0,0.0,""
2019-04-11 08:50:16 -05,6880,287.0,22.69,363.0,2.0,0.0,""
2019-04-11 09:00:15 -05,6881,177.0,22.85,362.0,2.0,0.0,""
2019-04-11 09:10:13 -05,6882,284.0,22.96,358.0,2.0,0.0,""
2019-04-11 09:20:12 -05,6883,169.0,22.96,359.0,2.0,0.0,""
2019-04-11 09:30:11 -05,6884,147.0,22.96,356.0,2.0,0.0,""
2019-04-11 09:40:09 -05,6885,116.0,22.96,356.0,2.0,0.0,""
2019-04-11 09:50:08 -05,6886,150.0,22.9,357.0,2.0,0.0,""
2019-04-11 10:00:06 -05,6887,141.0,22.85,354.0,2.0,0.0,""
2019-04-11 10:10:05 -05,6888,134.0,22.85,354.0,2.0,0.0,""
2019-04-11 10:20:03 -05,6889,141.0,22.9,354.0,2.0,0.0,""
2019-04-11 10:30:02 -05,6890,78.0,22.9,358.0,2.0,0.0,""
2019-04-11 10:40:00 -05,6891,175.0,22.96,354.0,2.0,0.0,""
2019-04-11 10:49:59 -05,6892,180.0,22.9,358.0,2.0,0.0,""
2019-04-11 10:59:57 -05,6893,167.0,22.85,354.0,2.0,0.0,""
2019-04-11 11:09:56 -05,6894,70.0,22.85,354.0,2.0,0.0,""
2019-04-11 11:19:54 -05,6895,100.0,22.8,358.0,2.0,0.0,""
2019-04-11 11:29:52 -05,6896,94.0,22.74,354.0,2.0,0.0,""
2019-04-11 11:39:50 -05,6897,70.0,22.69,357.0,2.0,0.0,""
2019-04-11 11:49:49 -05,6898,94.0,22.63,359.0,2.0,0.0,""
2019-04-11 11:59:47 -05,6899,103.0,22.58,358.0,2.0,0.0,""
2019-04-11 12:09:45 -05,6900,153.0,22.58,356.0,2.0,0.0,""
2019-04-11 12:19:43 -05,6901,255.0,22.63,358.0,2.0,0.0,""
2019-04-11 12:29:41 -05,6902,274.0,22.8,357.0,2.0,0.0,""
2019-04-11 12:39:39 -05,6903,338.0,23.07,360.0,2.0,0.0,""
2019-04-11 12:49:38 -05,6904,285.0,23.23,357.0,2.0,0.0,""
2019-04-11 12:59:36 -05,6905,237.0,23.34,360.0,2.0,0.0,""
2019-04-11 13:09:35 -05,6906,216.0,23.44,355.0,2.0,0.0,""
2019-04-11 13:19:33 -05,6907,197.0,23.5,360.0,2.0,0.0,""
2019-04-11 13:29:32 -05,6908,180.0,23.61,357.0,2.0,0.0,""
2019-04-11 13:39:31 -05,6909,186.0,23.66,357.0,2.0,0.0,""
2019-04-11 13:49:30 -05,6910,191.0,23.71,358.0,2.0,0.0,""
2019-04-11 13:59:29 -05,6911,214.0,23.82,359.0,2.0,0.0,""
2019-04-11 14:09:28 -05,6912,265.0,23.82,360.0,2.0,0.0,""
2019-04-11 14:19:27 -05,6913,242.0,23.82,358.0,2.0,0.0,""
2019-04-11 14:29:26 -05,6914,341.0,23.82,359.0,2.0,0.0,""
2019-04-11 14:39:25 -05,6915,329.0,23.82,359.0,2.0,0.0,""
2019-04-11 14:49:24 -05,6916,364.0,23.93,360.0,2.0,0.0,""
2019-04-11 14:59:23 -05,6917,339.0,24.09,358.0,2.0,0.0,""
2019-04-11 15:09:22 -05,6918,438.0,24.09,357.0,2.0,0.0,""
2019-04-11 15:19:21 -05,6919,320.0,24.2,355.0,2.0,0.0,""
2019-04-11 15:29:20 -05,6920,387.0,24.31,358.0,2.0,0.0,""
2019-04-11 15:39:20 -05,6921,155.0,24.36,359.0,2.0,0.0,""
2019-04-11 15:49:19 -05,6922,226.0,24.42,359.0,2.0,0.0,""
2019-04-11 15:59:18 -05,6923,196.0,24.47,357.0,2.0,0.0,""
2019-04-11 16:09:18 -05,6924,257.0,24.47,358.0,2.0,0.0,""
2019-04-11 16:19:17 -05,6925,247.0,24.47,357.0,2.0,0.0,""
2019-04-11 16:29:16 -05,6926,85.0,24.42,354.0,2.0,0.0,""
2019-04-11 16:39:15 -05,6927,103.0,24.42,358.0,2.0,0.0,""
2019-04-11 16:49:15 -05,6928,115.0,24.42,357.0,2.0,0.0,""
2019-04-11 16:59:14 -05,6929,157.0,24.42,359.0,2.0,0.0,""
2019-04-11 17:09:13 -05,6930,125.0,24.36,359.0,2.0,0.0,""
2019-04-11 17:19:12 -05,6931,120.0,24.36,357.0,2.0,0.0,""
2019-04-11 17:29:11 -05,6932,57.0,24.31,354.0,2.0,0.0,""
2019-04-11 17:39:10 -05,6933,37.0,24.26,357.0,2.0,0.0,""
2019-04-11 17:49:09 -05,6934,13.0,24.2,356.0,2.0,0.0,""
2019-04-11 17:59:08 -05,6935,6.0,24.15,357.0,2.0,0.0,""
2019-04-11 18:09:07 -05,6936,14.0,24.09,356.0,2.0,0.0,""
2019-04-11 18:19:06 -05,6937,0.0,24.04,354.0,2.0,0.0,""
2019-04-11 18:29:05 -05,6938,0.0,24.04,353.0,2.0,0.0,""
2019-04-11 18:39:04 -05,6939,0.0,23.98,357.0,2.0,0.0,""
2019-04-11 18:49:03 -05,6940,0.0,23.98,354.0,2.0,0.0,""
2019-04-11 18:59:01 -05,6941,0.0,23.93,358.0,2.0,0.0,""
2019-04-11 19:09:00 -05,6942,0.0,23.88,357.0,2.0,0.0,""
2019-04-11 19:18:59 -05,6943,0.0,23.88,359.0,2.0,0.0,""
2019-04-11 19:28:58 -05,6944,0.0,23.82,358.0,2.0,0.0,""
2019-04-11 19:38:56 -05,6945,0.0,23.77,358.0,2.0,0.0,""
2019-04-11 19:48:55 -05,6946,0.0,23.71,355.0,2.0,0.0,""
2019-04-11 19:58:54 -05,6947,0.0,23.66,359.0,2.0,0.0,""
2019-04-11 20:08:52 -05,6948,0.0,23.66,356.0,2.0,0.0,""
2019-04-11 20:18:51 -05,6949,0.0,23.61,359.0,2.0,0.0,""
2019-04-11 20:28:50 -05,6950,0.0,23.61,355.0,2.0,0.0,""
2019-04-11 20:38:48 -05,6951,0.0,23.55,360.0,2.0,0.0,""
2019-04-11 20:48:47 -05,6952,0.0,23.55,356.0,2.0,0.0,""
2019-04-11 20:58:45 -05,6953,0.0,23.5,357.0,2.0,0.0,""
2019-04-11 21:08:44 -05,6954,0.0,23.5,356.0,2.0,0.0,""
2019-04-11 21:18:42 -05,6955,0.0,23.44,355.0,2.0,0.0,""
2019-04-11 21:28:41 -05,6956,0.0,23.44,356.0,2.0,0.0,""
2019-04-11 21:38:40 -05,6957,0.0,23.39,359.0,2.0,0.0,""
2019-04-11 21:48:38 -05,6958,0.0,23.34,358.0,2.0,0.0,""
2019-04-11 21:58:37 -05,6959,0.0,23.28,358.0,2.0,0.0,""
2019-04-11 22:08:35 -05,6960,0.0,23.23,356.0,2.0,0.0,""
2019-04-11 22:18:33 -05,6961,0.0,23.17,355.0,2.0,0.0,""
2019-04-11 22:28:32 -05,6962,0.0,23.12,359.0,2.0,0.0,""
2019-04-11 22:38:30 -05,6963,0.0,23.12,356.0,2.0,0.0,""
2019-04-11 22:48:29 -05,6964,0.0,23.07,359.0,2.0,0.0,""
2019-04-11 22:58:27 -05,6965,0.0,23.01,360.0,2.0,0.0,""
2019-04-11 23:08:25 -05,6966,0.0,23.01,359.0,2.0,0.0,""
2019-04-11 23:18:24 -05,6967,0.0,23.01,360.0,2.0,0.0,""
2019-04-11 23:28:22 -05,6968,0.0,23.01,357.0,2.0,0.0,""
2019-04-11 23:38:20 -05,6969,0.0,23.01,356.0,2.0,0.0,""
2019-04-11 23:48:19 -05,6970,0.0,23.07,357.0,2.0,0.0,""
2019-04-11 23:58:17 -05,6971,0.0,23.07,360.0,2.0,0.0,""
2019-04-12 00:08:16 -05,6972,0.0,23.07,359.0,2.0,0.0,""
2019-04-12 00:18:14 -05,6973,0.0,23.07,359.0,2.0,0.0,""
2019-04-12 00:28:13 -05,6974,0.0,23.01,357.0,2.0,0.0,""
2019-04-12 00:38:11 -05,6975,0.0,22.96,356.0,2.0,0.0,""
2019-04-12 00:48:09 -05,6976,0.0,22.96,358.0,2.0,0.0,""
2019-04-12 00:58:08 -05,6977,0.0,22.85,359.0,2.0,0.0,""
2019-04-12 01:08:06 -05,6978,0.0,22.85,359.0,2.0,0.0,""
2019-04-12 01:18:04 -05,6979,0.0,22.85,359.0,2.0,0.0,""
2019-04-12 01:28:03 -05,6980,0.0,22.8,360.0,2.0,0.0,""
2019-04-12 01:38:01 -05,6981,0.0,22.8,359.0,2.0,0.0,""
2019-04-12 01:47:59 -05,6982,0.0,22.8,359.0,2.0,0.0,""
2019-04-12 01:57:58 -05,6983,0.0,22.8,356.0,2.0,0.0,""
2019-04-12 02:07:56 -05,6984,0.0,22.8,356.0,2.0,0.0,""
2019-04-12 02:17:55 -05,6985,0.0,22.8,360.0,2.0,0.0,""
2019-04-12 02:27:53 -05,6986,0.0,22.8,358.0,2.0,0.0,""
2019-04-12 02:37:51 -05,6987,0.0,22.74,358.0,2.0,0.0,""
2019-04-12 02:47:50 -05,6988,0.0,22.69,354.0,2.0,0.0,""
2019-04-12 02:57:48 -05,6989,0.0,22.69,356.0,2.0,0.0,""
2019-04-12 03:07:46 -05,6990,0.0,22.63,356.0,2.0,0.0,""
2019-04-12 03:17:44 -05,6991,0.0,22.63,356.0,2.0,0.0,""
2019-04-12 03:27:43 -05,6992,0.0,22.58,357.0,2.0,0.0,""
2019-04-12 03:37:41 -05,6993,0.0,22.52,359.0,2.0,0.0,""
2019-04-12 03:47:39 -05,6994,0.0,22.52,357.0,2.0,0.0,""
2019-04-12 03:57:37 -05,6995,0.0,22.52,358.0,2.0,0.0,""
2019-04-12 04:07:35 -05,6996,0.0,22.52,355.0,2.0,0.0,""
2019-04-12 04:17:34 -05,6997,0.0,22.47,355.0,2.0,0.0,""
2019-04-12 04:27:32 -05,6998,0.0,22.52,360.0,2.0,0.0,""
2019-04-12 04:37:30 -05,6999,0.0,22.47,357.0,2.0,0.0,""
2019-04-12 04:47:28 -05,7000,0.0,22.47,356.0,2.0,0.0,""
2019-04-12 04:57:26 -05,7001,0.0,22.47,356.0,2.0,0.0,""
2019-04-12 05:07:25 -05,7002,0.0,22.42,359.0,2.0,0.0,""
2019-04-12 05:17:22 -05,7003,0.0,22.36,357.0,2.0,0.0,""
2019-04-12 05:27:21 -05,7004,0.0,22.31,357.0,2.0,0.0,""
2019-04-12 05:37:19 -05,7005,0.0,22.25,357.0,2.0,0.0,""
2019-04-12 05:47:17 -05,7006,0.0,22.25,356.0,2.0,0.0,""
2019-04-12 05:57:15 -05,7007,0.0,22.2,356.0,2.0,0.0,""
2019-04-12 06:07:12 -05,7008,14.0,22.2,355.0,2.0,0.0,""
2019-04-12 06:17:10 -05,7009,6.0,22.15,355.0,2.0,0.0,""
2019-04-12 06:27:08 -05,7010,13.0,22.15,356.0,2.0,0.0,""
2019-04-12 06:37:06 -05,7011,15.0,22.09,354.0,2.0,0.0,""
2019-04-12 06:47:04 -05,7012,39.0,22.09,355.0,2.0,0.0,""
2019-04-12 06:57:02 -05,7013,52.0,22.04,357.0,2.0,0.0,""
2019-04-12 07:07:00 -05,7014,58.0,22.09,356.0,2.0,0.0,""
2019-04-12 07:16:58 -05,7015,57.0,22.09,356.0,2.0,0.0,""
2019-04-12 07:26:56 -05,7016,102.0,22.09,357.0,2.0,0.0,""
2019-04-12 07:36:54 -05,7017,155.0,22.15,358.0,2.0,0.0,""
2019-04-12 07:46:52 -05,7018,174.0,22.2,358.0,2.0,0.0,""
2019-04-12 07:56:50 -05,7019,160.0,22.31,360.0,2.0,0.0,""
2019-04-12 08:06:48 -05,7020,158.0,22.36,360.0,2.0,0.0,""
2019-04-12 08:16:47 -05,7021,100.0,22.36,358.0,2.0,0.0,""
2019-04-12 08:26:45 -05,7022,179.0,22.42,360.0,2.0,0.0,""
2019-04-12 08:36:43 -05,7023,216.0,22.52,355.0,2.0,0.0,""
2019-04-12 08:46:42 -05,7024,235.0,22.63,354.0,2.0,0.0,""
2019-04-12 08:56:40 -05,7025,229.0,22.69,357.0,2.0,0.0,""
2019-04-12 09:06:39 -05,7026,257.0,22.8,357.0,2.0,0.0,""
2019-04-12 09:16:37 -05,7027,199.0,22.8,357.0,2.0,0.0,""
2019-04-12 09:26:36 -05,7028,255.0,22.85,356.0,2.0,0.0,""
2019-04-12 09:36:34 -05,7029,443.0,23.01,354.0,2.0,0.0,""
2019-04-12 09:46:33 -05,7030,436.0,23.17,355.0,2.0,0.0,""
2019-04-12 09:56:32 -05,7031,375.0,23.28,356.0,2.0,0.0,""
2019-04-12 10:06:30 -05,7032,231.0,23.28,357.0,2.0,0.0,""
2019-04-12 10:16:29 -05,7033,154.0,23.28,355.0,2.0,0.0,""
2019-04-12 10:26:28 -05,7034,146.0,23.23,357.0,2.0,0.0,""
2019-04-12 10:36:27 -05,7035,175.0,23.23,354.0,2.0,0.0,""
2019-04-12 10:46:25 -05,7036,264.0,23.28,356.0,2.0,0.0,""
2019-04-12 10:56:24 -05,7037,322.0,23.39,354.0,2.0,0.0,""
2019-04-12 11:06:23 -05,7038,317.0,23.55,357.0,2.0,0.0,""
2019-04-12 11:16:22 -05,7039,427.0,23.71,353.0,2.0,0.0,""
2019-04-12 11:26:21 -05,7040,398.0,23.82,352.0,2.0,0.0,""
2019-04-12 11:36:20 -05,7041,382.0,24.09,358.0,2.0,0.0,""
2019-04-12 11:46:19 -05,7042,348.0,24.26,358.0,2.0,0.0,""
2019-04-12 11:56:18 -05,7043,295.0,24.36,355.0,2.0,0.0,""
2019-04-12 12:06:18 -05,7044,271.0,24.58,355.0,2.0,0.0,""
2019-04-12 12:16:17 -05,7045,268.0,24.63,356.0,2.0,0.0,""
2019-04-12 12:26:16 -05,7046,363.0,24.8,358.0,2.0,0.0,""
2019-04-12 12:36:16 -05,7047,381.0,24.8,358.0,2.0,0.0,""
2019-04-12 12:46:16 -05,7048,385.0,24.85,353.0,2.0,0.0,""
2019-04-12 12:56:15 -05,7049,345.0,24.85,353.0,2.0,0.0,""
2019-04-12 13:06:15 -05,7050,285.0,24.85,351.0,2.0,0.0,""
2019-04-12 13:16:14 -05,7051,348.0,24.85,355.0,2.0,0.0,""
2019-04-12 13:26:14 -05,7052,295.0,24.9,357.0,2.0,0.0,""
2019-04-12 13:36:13 -05,7053,293.0,24.9,357.0,2.0,0.0,""
2019-04-12 13:46:12 -05,7054,308.0,24.96,356.0,2.0,0.0,""
2019-04-12 13:56:12 -05,7055,286.0,24.96,356.0,2.0,0.0,""
2019-04-12 14:06:11 -05,7056,486.0,25.07,358.0,2.0,0.0,""
2019-04-12 14:16:11 -05,7057,417.0,25.23,357.0,2.0,0.0,""
2019-04-12 14:29:39 -05,7058,283.0,25.34,356.0,2.0,0.0,""
2019-04-12 14:36:10 -05,7059,164.0,25.23,354.0,2.0,0.0,""
2019-04-12 14:46:10 -05,7060,188.0,25.12,352.0,2.0,0.0,""
2019-04-12 14:56:09 -05,7061,138.0,24.8,352.0,2.0,0.0,""
2019-04-12 15:06:08 -05,7062,108.0,24.53,351.0,2.0,0.0,""
2019-04-12 15:16:07 -05,7063,120.0,24.26,351.0,2.0,0.0,""
2019-04-12 15:26:06 -05,7064,113.0,24.04,354.0,2.0,0.0,""
2019-04-12 15:36:05 -05,7065,115.0,23.93,354.0,2.0,0.0,""
2019-04-12 15:46:04 -05,7066,163.0,23.82,356.0,2.0,0.0,""
2019-04-12 15:56:02 -05,7067,178.0,23.82,354.0,2.0,0.0,""
2019-04-12 16:06:01 -05,7068,226.0,23.77,353.0,2.0,0.0,""
2019-04-12 16:15:59 -05,7069,184.0,23.82,355.0,2.0,0.0,""
2019-04-12 16:25:58 -05,7070,154.0,23.82,357.0,2.0,0.0,""
2019-04-12 16:35:57 -05,7071,183.0,23.82,359.0,2.0,0.0,""
2019-04-12 16:45:55 -05,7072,189.0,23.88,355.0,2.0,0.0,""
2019-04-12 16:55:54 -05,7073,138.0,23.88,359.0,2.0,0.0,""
2019-04-12 17:05:53 -05,7074,74.0,23.88,354.0,2.0,0.0,""
2019-04-12 17:15:51 -05,7075,37.0,23.88,359.0,2.0,0.0,""
2019-04-12 17:25:50 -05,7076,31.0,23.82,358.0,2.0,0.0,""
2019-04-12 17:35:49 -05,7077,31.0,23.82,354.0,2.0,0.0,""
2019-04-12 17:45:47 -05,7078,13.0,23.77,354.0,2.0,0.0,""
2019-04-12 17:55:46 -05,7079,6.0,23.71,354.0,2.0,0.0,""
2019-04-12 18:05:45 -05,7080,14.0,23.66,358.0,2.0,0.0,""
2019-04-12 18:15:43 -05,7081,0.0,23.66,359.0,2.0,0.0,""
2019-04-12 18:25:42 -05,7082,0.0,23.61,357.0,2.0,0.0,""
2019-04-12 18:35:40 -05,7083,0.0,23.55,358.0,2.0,0.0,""
2019-04-12 18:45:39 -05,7084,0.0,23.55,355.0,2.0,0.0,""
2019-04-12 18:55:37 -05,7085,0.0,23.55,360.0,2.0,0.0,""
2019-04-12 19:05:36 -05,7086,0.0,23.5,356.0,2.0,0.0,""
2019-04-12 19:15:34 -05,7087,0.0,23.5,356.0,2.0,0.0,""
2019-04-12 19:25:33 -05,7088,0.0,23.5,355.0,2.0,0.0,""
2019-04-12 19:35:31 -05,7089,0.0,23.44,356.0,2.0,0.0,""
2019-04-12 19:45:30 -05,7090,0.0,23.44,357.0,2.0,0.0,""
2019-04-12 19:55:28 -05,7091,0.0,23.44,356.0,2.0,0.0,""
2019-04-12 20:05:27 -05,7092,0.0,23.44,357.0,2.0,0.0,""
2019-04-12 20:15:25 -05,7093,0.0,23.39,358.0,2.0,0.0,""
2019-04-12 20:25:24 -05,7094,0.0,23.39,356.0,2.0,0.0,""
2019-04-12 20:35:22 -05,7095,0.0,23.44,356.0,2.0,0.0,""
2019-04-12 20:45:21 -05,7096,0.0,23.44,355.0,2.0,0.0,""
2019-04-12 20:55:19 -05,7097,0.0,23.39,356.0,2.0,0.0,""
2019-04-12 21:05:18 -05,7098,0.0,23.39,360.0,2.0,0.0,""
2019-04-12 21:15:16 -05,7099,0.0,23.39,357.0,2.0,0.0,""
2019-04-12 21:25:15 -05,7100,0.0,23.34,356.0,2.0,0.0,""
2019-04-12 21:35:13 -05,7101,0.0,23.34,360.0,2.0,0.0,""
2019-04-12 21:45:12 -05,7102,0.0,23.28,360.0,2.0,0.0,""
2019-04-12 21:55:10 -05,7103,0.0,23.23,358.0,2.0,0.0,""
2019-04-12 22:05:09 -05,7104,0.0,23.23,359.0,2.0,0.0,""
2019-04-12 22:15:07 -05,7105,0.0,23.12,358.0,2.0,0.0,""
2019-04-12 22:25:05 -05,7106,0.0,23.07,357.0,2.0,0.0,""
2019-04-12 22:35:04 -05,7107,0.0,23.01,359.0,2.0,0.0,""
2019-04-12 22:45:02 -05,7108,0.0,22.96,358.0,2.0,0.0,""
2019-04-12 22:55:00 -05,7109,0.0,22.9,361.0,2.0,0.0,""
2019-04-12 23:04:59 -05,7110,0.0,22.96,360.0,2.0,0.0,""
2019-04-12 23:14:57 -05,7111,0.0,22.9,358.0,2.0,0.0,""
2019-04-12 23:24:55 -05,7112,0.0,22.8,359.0,2.0,0.0,""
2019-04-12 23:34:53 -05,7113,0.0,22.8,361.0,2.0,0.0,""
2019-04-12 23:44:51 -05,7114,0.0,22.74,360.0,2.0,0.0,""
2019-04-12 23:54:50 -05,7115,0.0,22.69,358.0,2.0,0.0,""
2019-04-13 00:04:48 -05,7116,0.0,22.63,357.0,2.0,0.0,""
2019-04-13 00:14:46 -05,7117,0.0,22.63,359.0,2.0,0.0,""
2019-04-13 00:24:44 -05,7118,0.0,22.63,359.0,2.0,0.0,""
2019-04-13 00:34:42 -05,7119,0.0,22.63,359.0,2.0,0.0,""
2019-04-13 00:44:40 -05,7120,0.0,22.58,358.0,1.0,0.0,""
2019-04-13 00:54:39 -05,7121,0.0,22.58,362.0,2.0,0.0,""
2019-04-13 01:04:37 -05,7122,0.0,22.52,359.0,2.0,0.0,""
2019-04-13 01:14:35 -05,7123,0.0,22.58,362.0,2.0,0.0,""
2019-04-13 01:24:33 -05,7124,0.0,22.58,359.0,2.0,0.0,""
2019-04-13 01:34:31 -05,7125,0.0,22.52,363.0,2.0,0.0,""
2019-04-13 01:44:29 -05,7126,0.0,22.52,361.0,2.0,0.0,""
2019-04-13 01:54:27 -05,7127,0.0,22.52,358.0,2.0,0.0,""
2019-04-13 02:04:26 -05,7128,0.0,22.52,360.0,2.0,0.0,""
2019-04-13 02:14:24 -05,7129,0.0,22.52,358.0,2.0,0.0,""
2019-04-13 02:24:22 -05,7130,0.0,22.47,358.0,2.0,0.0,""
2019-04-13 02:34:20 -05,7131,0.0,22.42,362.0,2.0,0.0,""
2019-04-13 02:44:18 -05,7132,0.0,22.42,358.0,2.0,0.0,""
2019-04-13 02:54:16 -05,7133,0.0,22.42,361.0,2.0,0.0,""
2019-04-13 03:04:15 -05,7134,0.0,22.42,359.0,2.0,0.0,""
2019-04-13 03:14:13 -05,7135,0.0,22.36,358.0,2.0,0.0,""
2019-04-13 03:24:11 -05,7136,0.0,22.36,358.0,2.0,0.0,""
2019-04-13 03:34:09 -05,7137,0.0,22.31,359.0,2.0,0.0,""
2019-04-13 03:44:07 -05,7138,0.0,22.31,360.0,2.0,0.0,""
2019-04-13 03:54:05 -05,7139,0.0,22.2,358.0,2.0,0.0,""
2019-04-13 04:04:03 -05,7140,0.0,22.2,361.0,2.0,0.0,""
2019-04-13 04:14:01 -05,7141,0.0,22.15,359.0,2.0,0.0,""
2019-04-13 04:23:59 -05,7142,0.0,22.15,363.0,2.0,0.0,""
2019-04-13 04:33:57 -05,7143,0.0,22.15,364.0,2.0,0.0,""
2019-04-13 04:43:55 -05,7144,0.0,22.15,362.0,2.0,0.0,""
2019-04-13 04:53:53 -05,7145,0.0,22.09,363.0,2.0,0.0,""
2019-04-13 05:03:51 -05,7146,0.0,22.04,360.0,2.0,0.0,""
2019-04-13 05:13:49 -05,7147,0.0,22.04,360.0,2.0,0.0,""
2019-04-13 05:23:47 -05,7148,0.0,21.98,364.0,2.0,0.0,""
2019-04-13 05:33:45 -05,7149,0.0,21.98,360.0,2.0,0.0,""
2019-04-13 05:43:43 -05,7150,0.0,21.98,360.0,2.0,0.0,""
2019-04-13 05:53:41 -05,7151,14.0,21.93,359.0,2.0,0.0,""
2019-04-13 06:03:39 -05,7152,4.0,21.98,359.0,2.0,0.0,""
2019-04-13 06:13:37 -05,7153,19.0,21.98,359.0,2.0,0.0,""
2019-04-13 06:23:35 -05,7154,26.0,21.98,361.0,2.0,0.0,""
2019-04-13 06:33:32 -05,7155,48.0,21.98,360.0,2.0,0.0,""
2019-04-13 06:43:30 -05,7156,65.0,21.98,360.0,2.0,0.0,""
2019-04-13 06:53:28 -05,7157,80.0,22.04,360.0,2.0,0.0,""
2019-04-13 07:03:26 -05,7158,102.0,22.04,363.0,2.0,0.0,""
2019-04-13 07:13:25 -05,7159,86.0,22.04,363.0,2.0,0.0,""
2019-04-13 07:23:23 -05,7160,116.0,22.04,360.0,2.0,0.0,""
2019-04-13 07:33:21 -05,7161,115.0,22.09,358.0,2.0,0.0,""
2019-04-13 07:43:19 -05,7162,133.0,22.2,358.0,2.0,0.0,""
2019-04-13 07:53:17 -05,7163,157.0,22.31,360.0,2.0,0.0,""
2019-04-13 08:03:16 -05,7164,182.0,22.47,359.0,2.0,0.0,""
2019-04-13 08:13:14 -05,7165,154.0,22.58,364.0,2.0,0.0,""
2019-04-13 08:23:12 -05,7166,199.0,22.69,360.0,2.0,0.0,""
2019-04-13 08:33:11 -05,7167,220.0,22.85,360.0,2.0,0.0,""
